 3.06300e+03  4.50142e+00  8.94406e-03  4.55222e-05  1.11274e+00  3.17000e-02
 3.06400e+03  4.47929e+00  8.79831e-03  4.08231e-05  1.11117e+00  3.17000e-02
 3.06500e+03  4.39574e+00  8.17876e-03  2.59520e-05  1.10961e+00  3.17000e-02
 3.06600e+03  4.31554e+00  8.93338e-03  3.62334e-05  1.10805e+00  3.17000e-02
 3.06700e+03  4.22003e+00  8.94088e-03  3.91820e-05  1.10649e+00  3.17000e-02
 3.06800e+03  4.15926e+00  9.03160e-03  4.20171e-05  1.10494e+00  3.17000e-02
 3.06900e+03  4.10638e+00  8.84731e-03  3.54988e-05  1.10339e+00  3.17000e-02
 3.07000e+03  3.99436e+00  9.15311e-03  3.83681e-05  1.10184e+00  3.17000e-02
 3.07100e+03  3.91136e+00  9.61808e-03  4.34647e-05  1.10029e+00  3.17000e-02
 3.07200e+03  3.81217e+00  8.89872e-03  2.71237e-05  1.09875e+00  3.17000e-02
 3.07300e+03  3.73058e+00  9.34765e-03  3.58145e-05  1.09721e+00  3.17000e-02
 3.07400e+03  3.66686e+00  9.22577e-03  3.56027e-05  1.09567e+00  3.17000e-02
 3.07500e+03  3.58173e+00  9.00896e-03  3.26833e-05  1.09413e+00  3.17000e-02
 3.07600e+03  3.53894e+00  9.23937e-03  3.76341e-05  1.09260e+00  3.17000e-02
 3.07700e+03  3.49372e+00  8.54111e-03  2.75696e-05  1.09107e+00  3.17000e-02
 3.07800e+03  3.46783e+00  8.81729e-03  4.02857e-05  1.08954e+00  3.17000e-02
 3.07900e+03  3.47036e+00  8.34886e-03  3.80614e-05  1.08801e+00  3.17000e-02
 3.08000e+03  3.47498e+00  7.81524e-03  3.22919e-05  1.08649e+00  3.17000e-02
 3.08100e+03  3.45374e+00  8.05018e-03  4.16298e-05  1.08497e+00  3.17000e-02
 3.08200e+03  3.39575e+00  7.79109e-03  4.89364e-05  1.08345e+00  3.17000e-02
 3.08300e+03  3.38537e+00  7.82928e-03  4.34114e-05  1.08194e+00  3.17000e-02
 3.08400e+03  3.31134e+00  7.73454e-03  3.87568e-05  1.08043e+00  3.17000e-02
 3.08500e+03  3.23027e+00  7.97694e-03  3.91489e-05  1.07891e+00  3.17000e-02
 3.08600e+03  3.23764e+00  7.57156e-03  3.08302e-05  1.07741e+00  3.17000e-02
 3.08700e+03  3.24274e+00  7.23187e-03  3.40683e-05  1.07590e+00  3.17000e-02
 3.08800e+03  3.21937e+00  7.43340e-03  3.91436e-05  1.07440e+00  3.17000e-02
 3.08900e+03  3.20592e+00  7.10431e-03  2.66385e-05  1.07290e+00  3.17000e-02
 3.09000e+03  3.15801e+00  7.14010e-03  2.78599e-05  1.07140e+00  3.17000e-02
 3.09100e+03  3.12206e+00  7.92505e-03  4.78245e-05  1.06991e+00  3.17000e-02
 3.09200e+03  3.05072e+00  7.56318e-03  4.20711e-05  1.06842e+00  3.17000e-02
 3.09300e+03  2.98142e+00  6.96913e-03  3.49166e-05  1.06693e+00  3.17000e-02
 3.09400e+03  2.90810e+00  7.63820e-03  4.63678e-05  1.06544e+00  3.17000e-02
 3.09500e+03  2.75729e+00  8.12507e-03  4.76626e-05  1.06395e+00  3.17000e-02
 3.09600e+03  2.69223e+00  7.78702e-03  4.34148e-05  1.06247e+00  3.17000e-02
 3.09700e+03  2.62724e+00  7.24287e-03  3.01015e-05  1.06099e+00  3.17000e-02
 3.09800e+03  2.60018e+00  7.60942e-03  3.56199e-05  1.05952e+00  3.17000e-02
 3.09900e+03  2.58220e+00  6.84397e-03  2.65158e-05  1.05804e+00  3.17000e-02
 3.10000e+03  2.55028e+00  7.28303e-03  3.78982e-05  1.05657e+00  3.17000e-02
 3.10100e+03  2.56547e+00  6.50427e-03  1.97285e-05  1.05510e+00  3.17000e-02
 3.10200e+03  2.55239e+00  6.90020e-03  3.28798e-05  1.05364e+00  3.16985e-02
 3.10300e+03  2.56542e+00  6.32481e-03  2.69019e-05  1.05219e+00  3.16895e-02
 3.10400e+03  2.54200e+00  6.02079e-03  2.59975e-05  1.05074e+00  3.16845e-02
 3.10500e+03  2.46821e+00  6.17843e-03  3.34041e-05  1.04929e+00  3.16795e-02
 3.10600e+03  2.40641e+00  5.83847e-03  3.23318e-05  1.04784e+00  3.16745e-02
 3.10700e+03  2.39394e+00  6.15402e-03  3.12982e-05  1.04640e+00  3.16695e-02
 3.10800e+03  2.37948e+00  6.47379e-03  3.68905e-05  1.04495e+00  3.16645e-02
 3.10900e+03  2.34255e+00  6.24764e-03  3.44196e-05  1.04351e+00  3.16595e-02
 3.11000e+03  2.31322e+00  6.18594e-03  3.41267e-05  1.04208e+00  3.16545e-02
 3.11100e+03  2.30256e+00  5.90931e-03  2.50744e-05  1.04064e+00  3.16495e-02
 3.11200e+03  2.28876e+00  6.08813e-03  2.87532e-05  1.03921e+00  3.16445e-02
 3.11300e+03  2.29777e+00  5.54433e-03  2.41091e-05  1.03778e+00  3.16395e-02
 3.11400e+03  2.30256e+00  5.54633e-03  2.65838e-05  1.03634e+00  3.16345e-02
 3.11500e+03  2.27855e+00  5.13555e-03  2.97700e-05  1.03492e+00  3.16295e-02
 3.11600e+03  2.23126e+00  5.33067e-03  3.23419e-05  1.03349e+00  3.16245e-02
 3.11700e+03  2.16152e+00  5.22329e-03  2.92906e-05  1.03207e+00  3.16195e-02
 3.11800e+03  2.08996e+00  5.59137e-03  3.65636e-05  1.03065e+00  3.16145e-02
 3.11900e+03  2.05428e+00  5.70394e-03  2.68541e-05  1.02924e+00  3.16095e-02
 3.12000e+03  1.98770e+00  6.03538e-03  3.54960e-05  1.02783e+00  3.16045e-02
 3.12100e+03  1.95735e+00  5.63751e-03  2.63357e-05  1.02641e+00  3.15995e-02
 3.12200e+03  1.92400e+00  5.72090e-03  3.12987e-05  1.02500e+00  3.15945e-02
 3.12300e+03  1.89222e+00  5.46671e-03  3.13256e-05  1.02360e+00  3.15895e-02
 3.12400e+03  1.86240e+00  5.53315e-03  3.08346e-05  1.02219e+00  3.15845e-02
 3.12500e+03  1.81430e+00  5.61172e-03  2.98769e-05  1.02079e+00  3.15795e-02
 3.12600e+03  1.77043e+00  5.71105e-03  3.43071e-05  1.01939e+00  3.15746e-02
 3.12700e+03  1.76323e+00  5.49232e-03  2.56273e-05  1.01799e+00  3.15695e-02
 3.12800e+03  1.73191e+00  5.48792e-03  2.92788e-05  1.01660e+00  3.15645e-02
 3.12900e+03  1.71581e+00  5.43780e-03  2.64558e-05  1.01520e+00  3.15595e-02
 3.13000e+03  1.70381e+00  5.17329e-03  2.53133e-05  1.01382e+00  3.15545e-02
 3.13100e+03  1.68895e+00  4.92729e-03  1.83880e-05  1.01243e+00  3.15496e-02
 3.13200e+03  1.66964e+00  5.14167e-03  3.28166e-05  1.01104e+00  3.15445e-02
 3.13300e+03  1.70145e+00  4.90589e-03  2.00768e-05  1.00966e+00  3.15395e-02
 3.13400e+03  1.73303e+00  4.11772e-03  1.41733e-05  1.00828e+00  3.15346e-02
 3.13500e+03  1.76169e+00  4.19571e-03  2.46658e-05  1.00690e+00  3.15296e-02
 3.13600e+03  1.75239e+00  4.02941e-03  2.76784e-05  1.00553e+00  3.15246e-02
 3.13700e+03  1.72966e+00  4.53613e-03  3.03858e-05  1.00415e+00  3.15196e-02
 3.13800e+03  1.68359e+00  4.02658e-03  2.37015e-05  1.00277e+00  3.15146e-02
 3.13900e+03  1.63659e+00  4.28086e-03  2.84802e-05  1.00141e+00  3.15095e-02
 3.14000e+03  1.59945e+00  4.77172e-03  2.67066e-05  1.00004e+00  3.15046e-02
 3.14100e+03  1.54830e+00  5.25025e-03  3.85238e-05  9.98675e-01  3.14996e-02
 3.14200e+03  1.49743e+00  4.65625e-03  3.06088e-05  9.97313e-01  3.14946e-02
 3.14300e+03  1.45434e+00  4.54382e-03  2.49705e-05  9.95953e-01  3.14896e-02
 3.14400e+03  1.40662e+00  4.63398e-03  2.05173e-05  9.94595e-01  3.14846e-02
 3.14500e+03  1.34582e+00  5.04525e-03  2.87192e-05  9.93239e-01  3.14796e-02
 3.14600e+03  1.31510e+00  4.80472e-03  2.04323e-05  9.91886e-01  3.14746e-02
 3.14700e+03  1.29591e+00  4.75740e-03  1.58040e-05  9.90535e-01  3.14696e-02
 3.14800e+03  1.29487e+00  4.23812e-03  1.19410e-05  9.89186e-01  3.14646e-02
 3.14900e+03  1.30175e+00  3.84025e-03  8.94417e-06  9.87840e-01  3.14596e-02
 3.15000e+03  1.26352e+00  4.35556e-03  2.50744e-05  9.86496e-01  3.14546e-02
 3.15100e+03  1.23702e+00  4.47069e-03  3.33207e-05  9.85153e-01  3.14496e-02
 3.15200e+03  1.24944e+00  3.72143e-03  1.37825e-05  9.83814e-01  3.14446e-02
 3.15300e+03  1.26693e+00  3.85373e-03  1.17585e-05  9.82476e-01  3.14396e-02
 3.15400e+03  1.29952e+00  3.83001e-03  1.07568e-05  9.81141e-01  3.14346e-02
 3.15500e+03  1.38996e+00  3.05340e-03 -1.94378e-06  9.79809e-01  3.14296e-02
 3.15600e+03  1.39369e+00  2.86720e-03  8.56626e-06  9.78477e-01  3.14245e-02
 3.15700e+03  1.35151e+00  2.96772e-03  1.92089e-05  9.77149e-01  3.14196e-02
 3.15800e+03  1.28873e+00  3.30002e-03  2.42486e-05  9.75822e-01  3.14146e-02
 3.15900e+03  1.23518e+00  3.36772e-03  2.69445e-05  9.74499e-01  3.14096e-02
 3.16000e+03  1.17239e+00  3.57407e-03  2.72495e-05  9.73177e-01  3.14045e-02
 3.16100e+03  1.12913e+00  3.56653e-03  2.79857e-05  9.71857e-01  3.13995e-02
 3.16200e+03  1.11448e+00  3.64532e-03  1.87025e-05  9.70539e-01  3.13945e-02
 3.16300e+03  1.09246e+00  3.65059e-03  1.90892e-05  9.69225e-01  3.13895e-02
 3.16400e+03  1.06379e+00  3.85674e-03  2.84837e-05  9.67912e-01  3.13846e-02
 3.16500e+03  1.04344e+00  3.58216e-03  1.70514e-05  9.66600e-01  3.13796e-02
 3.16600e+03  1.00318e+00  3.77526e-03  2.56040e-05  9.65292e-01  3.13745e-02
 3.16700e+03  9.67695e-01  3.88049e-03  2.48406e-05  9.63985e-01  3.13696e-02
 3.16800e+03  9.46567e-01  3.99550e-03  2.60354e-05  9.62681e-01  3.13645e-02
 3.16900e+03  9.65634e-01  3.66358e-03  1.52485e-05  9.61379e-01  3.13595e-02
 3.17000e+03  1.02261e+00  3.29245e-03  1.52068e-06  9.60079e-01  3.13546e-02
 3.17100e+03  1.03850e+00  3.04721e-03  4.32895e-06  9.58781e-01  3.13496e-02
 3.17200e+03  1.01033e+00  3.21859e-03  2.04771e-05  9.57485e-01  3.13446e-02
 3.17300e+03  9.87917e-01  3.18462e-03  1.88874e-05  9.56192e-01  3.13396e-02
 3.17400e+03  9.59029e-01  3.29768e-03  2.64932e-05  9.54901e-01  3.13346e-02
 3.17500e+03  9.96243e-01  2.99786e-03  1.13687e-05  9.53612e-01  3.13297e-02
 3.17600e+03  1.07127e+00  2.33976e-03 -7.70170e-06  9.52324e-01  3.13246e-02
 3.17700e+03  1.07289e+00  2.09877e-03  5.64594e-06  9.51039e-01  3.13196e-02
 3.17800e+03  1.00692e+00  2.70066e-03  2.97327e-05  9.49757e-01  3.13146e-02
 3.17900e+03  9.47710e-01  3.21851e-03  3.85112e-05  9.48477e-01  3.13096e-02
 3.18000e+03  9.03668e-01  3.32099e-03  3.57548e-05  9.47198e-01  3.13047e-02
 3.18100e+03  9.14138e-01  2.91811e-03  1.92421e-05  9.45921e-01  3.12997e-02
 3.18200e+03  8.82112e-01  2.92232e-03  2.17394e-05  9.44647e-01  3.12946e-02
 3.18300e+03  8.26059e-01  3.21233e-03  3.15849e-05  9.43375e-01  3.12896e-02
 3.18400e+03  7.88527e-01  3.42058e-03  3.19785e-05  9.42105e-01  3.12846e-02
 3.18500e+03  7.49179e-01  3.23419e-03  2.27641e-05  9.40837e-01  3.12796e-02
 3.18600e+03  7.21731e-01  3.48415e-03  2.60332e-05  9.39571e-01  3.12747e-02
 3.18700e+03  7.21219e-01  3.11145e-03  1.34131e-05  9.38308e-01  3.12696e-02
 3.18800e+03  6.84221e-01  3.30035e-03  2.52710e-05  9.37046e-01  3.12646e-02
 3.18900e+03  6.79761e-01  3.13458e-03  1.84753e-05  9.35787e-01  3.12596e-02
 3.19000e+03  6.47853e-01  3.32435e-03  2.41371e-05  9.34529e-01  3.12546e-02
 3.19100e+03  6.29784e-01  3.30310e-03  1.83495e-05  9.33274e-01  3.12496e-02
 3.19200e+03  6.35599e-01  3.23287e-03  1.77415e-05  9.32020e-01  3.12446e-02
 3.19300e+03  6.83989e-01  2.78662e-03  2.10959e-06  9.30769e-01  3.12396e-02
 3.19400e+03  7.62758e-01  2.39455e-03 -1.08946e-05  9.29521e-01  3.12346e-02
 3.19500e+03  8.11879e-01  1.92685e-03 -7.55138e-06  9.28273e-01  3.12296e-02
 3.19600e+03  7.97832e-01  2.05845e-03  6.51088e-06  9.27028e-01  3.12246e-02
 3.19700e+03  7.35903e-01  2.81559e-03  3.36647e-05  9.25785e-01  3.12196e-02
 3.19800e+03  7.16636e-01  2.65742e-03  2.70787e-05  9.24544e-01  3.12146e-02
 3.19900e+03  7.36685e-01  2.29536e-03  1.56001e-05  9.23306e-01  3.12096e-02
 3.20000e+03  8.48872e-01  1.43185e-03 -1.82639e-05  9.22069e-01  3.12046e-02
 3.20100e+03  8.11072e-01  1.85397e-03  1.14778e-05  9.20834e-01  3.11996e-02
 3.20200e+03  7.59334e-01  2.06401e-03  1.14344e-05  9.19603e-01  3.11944e-02
 3.20300e+03  7.05531e-01  2.37110e-03  1.12108e-05  9.18385e-01  3.11876e-02
 3.20400e+03  6.61121e-01  2.52467e-03  1.12181e-05  9.17163e-01  3.11815e-02
 3.20500e+03  6.20891e-01  2.54718e-03  1.05133e-05  9.15943e-01  3.11756e-02
 3.20600e+03  6.14785e-01  2.40867e-03  8.43978e-06  9.14725e-01  3.11696e-02
 3.20700e+03  5.83876e-01  2.47877e-03  8.51408e-06  9.13509e-01  3.11636e-02
 3.20800e+03  5.40424e-01  2.54870e-03  8.75104e-06  9.12296e-01  3.11576e-02
 3.20900e+03  5.14171e-01  2.62784e-03  8.79435e-06  9.11083e-01  3.11516e-02
 3.21000e+03  4.78603e-01  2.57931e-03  7.78634e-06  9.09873e-01  3.11456e-02
 3.21100e+03  4.59919e-01  2.65559e-03  9.39532e-06  9.08665e-01  3.11396e-02
 3.21200e+03  4.50551e-01  2.53883e-03  9.46516e-06  9.07460e-01  3.11336e-02
 3.21300e+03  4.51198e-01  2.49112e-03  1.11836e-05  9.06256e-01  3.11276e-02
 3.21400e+03  4.55226e-01  2.34935e-03  1.04718e-05  9.05054e-01  3.11216e-02
 3.21500e+03  4.53744e-01  2.29515e-03  1.02324e-05  9.03854e-01  3.11156e-02
 3.21600e+03  4.46291e-01  2.28827e-03  9.98336e-06  9.02656e-01  3.11096e-02
 3.21700e+03  4.33619e-01  2.36137e-03  1.13154e-05  9.01459e-01  3.11036e-02
 3.21800e+03  4.41805e-01  2.35334e-03  1.39037e-05  9.00266e-01  3.10976e-02
 3.21900e+03  4.83431e-01  2.08998e-03  1.37537e-05  8.99074e-01  3.10916e-02
 3.22000e+03  5.90408e-01  1.51841e-03  1.71857e-05  8.97883e-01  3.10856e-02
 3.22100e+03  6.24480e-01  1.33640e-03  1.22349e-05  8.96695e-01  3.10796e-02
 3.22200e+03  6.09001e-01  1.49173e-03  1.06294e-05  8.95508e-01  3.10736e-02
 3.22300e+03  5.75601e-01  1.67960e-03  8.85620e-06  8.94324e-01  3.10676e-02
 3.22400e+03  5.41998e-01  1.79437e-03  8.35206e-06  8.93142e-01  3.10616e-02
 3.22500e+03  5.25661e-01  1.86206e-03  9.69094e-06  8.91961e-01  3.10556e-02
 3.22600e+03  5.65033e-01  1.59120e-03  1.39957e-05  8.90783e-01  3.10496e-02
 3.22700e+03  6.06572e-01  1.36678e-03  9.55292e-06  8.89606e-01  3.10436e-02
 3.22800e+03  5.82926e-01  1.47934e-03  7.41425e-06  8.88431e-01  3.10376e-02
 3.22900e+03  5.46512e-01  1.62296e-03  6.89825e-06  8.87259e-01  3.10316e-02
 3.23000e+03  4.98057e-01  1.78222e-03  6.48882e-06  8.86087e-01  3.10256e-02
 3.23100e+03  4.60759e-01  1.95161e-03  6.74396e-06  8.84918e-01  3.10196e-02
 3.23200e+03  4.19975e-01  2.05920e-03  6.75348e-06  8.83752e-01  3.10136e-02
 3.23300e+03  3.88776e-01  2.09073e-03  6.45102e-06  8.82586e-01  3.10076e-02
 3.23400e+03  3.61253e-01  2.13368e-03  7.98675e-06  8.81422e-01  3.10016e-02
 3.23500e+03  3.34758e-01  2.13814e-03  7.13197e-06  8.80261e-01  3.09956e-02
 3.23600e+03  3.19010e-01  2.06642e-03  6.24395e-06  8.79101e-01  3.09896e-02
 3.23700e+03  2.94071e-01  2.04319e-03  6.87033e-06  8.77944e-01  3.09836e-02
 3.23800e+03  2.78480e-01  2.09124e-03  8.16810e-06  8.76788e-01  3.09776e-02
 3.23900e+03  2.69871e-01  2.12135e-03  9.74077e-06  8.75634e-01  3.09716e-02
 3.24000e+03  2.69882e-01  1.99846e-03  9.70478e-06  8.74482e-01  3.09656e-02
 3.24100e+03  2.84794e-01  1.88786e-03  1.02691e-05  8.73332e-01  3.09596e-02
 3.24200e+03  3.06626e-01  1.68868e-03  9.19455e-06  8.72184e-01  3.09536e-02
 3.24300e+03  3.14050e-01  1.63803e-03  8.65382e-06  8.71037e-01  3.09476e-02
 3.24400e+03  3.08499e-01  1.67417e-03  9.15725e-06  8.69892e-01  3.09416e-02
 3.24500e+03  3.07399e-01  1.58493e-03  7.49877e-06  8.68749e-01  3.09356e-02
 3.24600e+03  3.06705e-01  1.65063e-03  9.23767e-06  8.67609e-01  3.09297e-02
 3.24700e+03  3.39515e-01  1.49298e-03  9.23029e-06  8.66470e-01  3.09237e-02
 3.24800e+03  4.28065e-01  1.08424e-03  1.26543e-05  8.65332e-01  3.09176e-02
 3.24900e+03  4.65682e-01  8.54692e-04  7.32745e-06  8.64198e-01  3.09116e-02
 3.25000e+03  4.48405e-01  1.00156e-03  7.02929e-06  8.63064e-01  3.09057e-02
 3.25100e+03  4.21458e-01  1.11922e-03  7.55103e-06  8.61932e-01  3.08997e-02
 3.25200e+03  3.88495e-01  1.20635e-03  5.40408e-06  8.60802e-01  3.08936e-02
 3.25300e+03  3.58852e-01  1.32161e-03  4.86074e-06  8.59675e-01  3.08877e-02
 3.25400e+03  3.47710e-01  1.48456e-03  8.57278e-06  8.58548e-01  3.08816e-02
 3.25500e+03  3.72008e-01  1.21103e-03  7.90123e-06  8.57424e-01  3.08756e-02
 3.25600e+03  3.69275e-01  1.16831e-03  6.38568e-06  8.56301e-01  3.08697e-02
 3.25700e+03  3.47499e-01  1.24411e-03  6.31641e-06  8.55181e-01  3.08636e-02
 3.25800e+03  3.21581e-01  1.30276e-03  5.20179e-06  8.54061e-01  3.08576e-02
 3.25900e+03  2.96921e-01  1.34826e-03  4.72090e-06  8.52945e-01  3.08516e-02
 3.26000e+03  2.67819e-01  1.47487e-03  5.50611e-06  8.51829e-01  3.08457e-02
 3.26100e+03  2.55073e-01  1.55238e-03  5.41158e-06  8.50715e-01  3.08396e-02
 3.26200e+03  2.34375e-01  1.62752e-03  6.67914e-06  8.49603e-01  3.08336e-02
 3.26300e+03  2.21284e-01  1.67699e-03  7.36980e-06  8.48494e-01  3.08277e-02
 3.26400e+03  2.11321e-01  1.54194e-03  5.60681e-06  8.47386e-01  3.08217e-02
 3.26500e+03  1.99050e-01  1.50814e-03  6.31732e-06  8.46279e-01  3.08156e-02
 3.26600e+03  1.91909e-01  1.48268e-03  5.57274e-06  8.45175e-01  3.08096e-02
 3.26700e+03  1.82604e-01  1.42811e-03  5.25433e-06  8.44072e-01  3.08036e-02
 3.26800e+03  1.74478e-01  1.43060e-03  6.36508e-06  8.42971e-01  3.07977e-02
 3.26900e+03  1.74039e-01  1.37327e-03  5.45601e-06  8.41871e-01  3.07916e-02
 3.27000e+03  1.84249e-01  1.30315e-03  6.76399e-06  8.40775e-01  3.07857e-02
 3.27100e+03  2.06969e-01  1.21588e-03  7.66315e-06  8.39679e-01  3.07796e-02
 3.27200e+03  2.30739e-01  9.83843e-04  5.78085e-06  8.38584e-01  3.07737e-02
 3.27300e+03  2.33857e-01  9.83945e-04  5.41041e-06  8.37492e-01  3.07676e-02
 3.27400e+03  2.28232e-01  1.03955e-03  5.94677e-06  8.36402e-01  3.07617e-02
 3.27500e+03  2.15942e-01  9.85797e-04  4.13011e-06  8.35313e-01  3.07557e-02
 3.27600e+03  2.10111e-01  1.00932e-03  5.05910e-06  8.34226e-01  3.07497e-02
 3.27700e+03  2.21694e-01  9.79132e-04  4.53134e-06  8.33142e-01  3.07437e-02
 3.27800e+03  2.72097e-01  8.74119e-04  6.83171e-06  8.32058e-01  3.07376e-02
 3.27900e+03  3.11595e-01  6.45445e-04  6.73996e-06  8.30976e-01  3.07317e-02
 3.28000e+03  3.35788e-01  5.50657e-04  4.65691e-06  8.29896e-01  3.07257e-02
 3.28100e+03  3.25748e-01  6.52386e-04  4.82711e-06  8.28818e-01  3.07197e-02
 3.28200e+03  2.99386e-01  8.18006e-04  5.56988e-06  8.27741e-01  3.07137e-02
 3.28300e+03  2.74625e-01  9.05060e-04  4.02809e-06  8.26667e-01  3.07077e-02
 3.28400e+03  2.55889e-01  9.92384e-04  3.32037e-06  8.25593e-01  3.07017e-02
 3.28500e+03  2.30854e-01  1.15666e-03  4.05509e-06  8.24523e-01  3.06957e-02
 3.28600e+03  2.15102e-01  1.28714e-03  5.31812e-06  8.23453e-01  3.06897e-02
 3.28700e+03  1.93162e-01  1.21241e-03  4.37544e-06  8.22385e-01  3.06837e-02
 3.28800e+03  1.75493e-01  1.23115e-03  4.62245e-06  8.21319e-01  3.06777e-02
 3.28900e+03  1.61972e-01  1.22670e-03  4.57866e-06  8.20254e-01  3.06717e-02
 3.29000e+03  1.48980e-01  1.16945e-03  4.04685e-06  8.19191e-01  3.06657e-02
 3.29100e+03  1.39943e-01  1.24098e-03  5.13257e-06  8.18130e-01  3.06597e-02
 3.29200e+03  1.30016e-01  1.22408e-03  5.03096e-06  8.17070e-01  3.06537e-02
 3.29300e+03  1.21866e-01  1.16748e-03  5.09209e-06  8.16013e-01  3.06477e-02
 3.29400e+03  1.15260e-01  1.11902e-03  5.19356e-06  8.14957e-01  3.06417e-02
 3.29500e+03  1.10677e-01  1.01491e-03  4.60865e-06  8.13903e-01  3.06357e-02
 3.29600e+03  1.11111e-01  9.77522e-04  4.63160e-06  8.12850e-01  3.06297e-02
 3.29700e+03  1.10722e-01  9.67815e-04  5.16691e-06  8.11800e-01  3.06237e-02
 3.29800e+03  1.09903e-01  9.10504e-04  3.97797e-06  8.10750e-01  3.06177e-02
 3.29900e+03  1.07609e-01  8.68658e-04  3.46952e-06  8.09702e-01  3.06117e-02
 3.30000e+03  1.04131e-01  8.31280e-04  3.51138e-06  8.08656e-01  3.06057e-02
 3.30100e+03  1.07815e-01  8.53907e-04  5.23312e-06  8.07612e-01  3.05997e-02
 3.30200e+03  1.24638e-01  7.87167e-04  6.41263e-06  8.06571e-01  3.05961e-02
 3.30300e+03  1.66039e-01  6.05673e-04  6.13263e-06  8.05540e-01  3.06000e-02
 3.30400e+03  1.79092e-01  6.54112e-04  6.15674e-06  8.04506e-01  3.06000e-02
 3.30500e+03  1.78916e-01  7.11872e-04  4.65659e-06  8.03474e-01  3.06000e-02
 3.30600e+03  1.73809e-01  7.70977e-04  4.48247e-06  8.02444e-01  3.06000e-02
 3.30700e+03  1.65067e-01  7.61937e-04  3.02978e-06  8.01414e-01  3.06000e-02
 3.30800e+03  1.55696e-01  7.75974e-04  3.85606e-06  8.00387e-01  3.06000e-02
 3.30900e+03  1.55088e-01  7.81205e-04  5.79066e-06  7.99362e-01  3.06000e-02
 3.31000e+03  1.89670e-01  5.44918e-04  5.48005e-06  7.98338e-01  3.06000e-02
 3.31100e+03  2.13163e-01  5.23989e-04  3.70419e-06  7.97315e-01  3.06000e-02
 3.31200e+03  2.08363e-01  6.39738e-04  4.97520e-06  7.96295e-01  3.06000e-02
 3.31300e+03  1.98263e-01  6.95747e-04  3.20524e-06  7.95275e-01  3.06000e-02
 3.31400e+03  1.81775e-01  7.24186e-04  3.49801e-06  7.94258e-01  3.06000e-02
 3.31500e+03  1.64340e-01  7.15715e-04  1.84560e-06  7.93242e-01  3.06000e-02
 3.31600e+03  1.49664e-01  7.92986e-04  2.64152e-06  7.92228e-01  3.06000e-02
 3.31700e+03  1.36177e-01  8.64102e-04  3.45285e-06  7.91215e-01  3.06000e-02
 3.31800e+03  1.23199e-01  8.91795e-04  3.80061e-06  7.90204e-01  3.06000e-02
 3.31900e+03  1.13050e-01  8.90465e-04  4.01921e-06  7.89195e-01  3.06000e-02
 3.32000e+03  1.02078e-01  8.22406e-04  3.35235e-06  7.88186e-01  3.06000e-02
 3.32100e+03  9.33889e-02  7.69213e-04  3.19759e-06  7.87180e-01  3.06000e-02
 3.32200e+03  8.47148e-02  7.32814e-04  3.09610e-06  7.86175e-01  3.06000e-02
 3.32300e+03  7.90663e-02  7.38907e-04  3.34991e-06  7.85173e-01  3.06000e-02
 3.32400e+03  7.32894e-02  7.39170e-04  3.52252e-06  7.84171e-01  3.06000e-02
 3.32500e+03  6.83994e-02  7.58620e-04  4.34072e-06  7.83171e-01  3.06000e-02
 3.32600e+03  6.78281e-02  6.48454e-04  2.48251e-06  7.82172e-01  3.06000e-02
 3.32700e+03  6.53483e-02  6.47697e-04  3.34833e-06  7.81176e-01  3.06000e-02
 3.32800e+03  6.51090e-02  6.56333e-04  4.34932e-06  7.80180e-01  3.06000e-02
 3.32900e+03  6.95746e-02  5.97265e-04  3.97245e-06  7.79186e-01  3.06000e-02
 3.33000e+03  7.39654e-02  5.46915e-04  3.56009e-06  7.78194e-01  3.06000e-02
 3.33100e+03  7.70074e-02  6.22358e-04  4.31391e-06  7.77204e-01  3.06000e-02
 3.33200e+03  8.23805e-02  6.98130e-04  4.09535e-06  7.76215e-01  3.06000e-02
 3.33300e+03  8.31453e-02  7.32872e-04  4.06212e-06  7.75227e-01  3.06000e-02
 3.33400e+03  8.37026e-02  6.84706e-04  3.86516e-06  7.74241e-01  3.06000e-02
 3.33500e+03  9.06163e-02  6.43758e-04  4.53582e-06  7.73257e-01  3.06000e-02
 3.33600e+03  1.12788e-01  5.10697e-04  4.88994e-06  7.72274e-01  3.06000e-02
 3.33700e+03  1.39164e-01  3.51035e-04  4.02341e-06  7.71293e-01  3.06000e-02
 3.33800e+03  1.45964e-01  3.91334e-04  3.03716e-06  7.70313e-01  3.06000e-02
 3.33900e+03  1.43142e-01  5.37317e-04  4.08411e-06  7.69335e-01  3.06000e-02
 3.34000e+03  1.35246e-01  5.95122e-04  2.89097e-06  7.68359e-01  3.06000e-02
 3.34100e+03  1.24033e-01  6.63154e-04  3.72266e-06  7.67383e-01  3.06000e-02
 3.34200e+03  1.12874e-01  6.59778e-04  2.91582e-06  7.66409e-01  3.06000e-02
 3.34300e+03  1.00419e-01  6.82316e-04  3.44873e-06  7.65437e-01  3.06000e-02
 3.34400e+03  9.05794e-02  6.92342e-04  4.06205e-06  7.64467e-01  3.06000e-02
 3.34500e+03  8.36657e-02  6.57338e-04  3.29200e-06  7.63498e-01  3.06000e-02
 3.34600e+03  7.85242e-02  6.37452e-04  3.45752e-06  7.62530e-01  3.06000e-02
 3.34700e+03  7.36984e-02  6.10206e-04  3.19397e-06  7.61564e-01  3.06000e-02
